,State,State ID,District,District ID,Year,ABY,Year2017,Year2018,Year2019,2018andABY,2019andABY,% Institutional deliveries to Total Reported Deliveries,Total Number of reported live births,% live birth to Reported Birth,% Newborns having weight less than 2.5 kg to Newborns weighed at birth,% Newborns given OPV0 at birth to Reported live birth,% Newborns given BCG to Reported live birth,% Newborns given Hep-B0(Birth Dose)at birth to Reported live birth,% Infants 0 to 11 months old who received Measles+ MR vaccine to reported live births,No of children 16-24 months age given Measles Rubella Vaccine 2nd dose,Total Number of Infant Deaths reported,Total no. maternal deaths,Total number of pregnant women Registered for ANC,MMR,IMR,Doctor,Sub Centres,PHCs,CHCs,Sub Divisional Hospitals,District Hospitals,Total Health Centres,GDP_PC,Poor_GDP_PC
1914,Uttar Pradesh,34,Kushinagar,46,2017,0,1,0,0,0,0,82.2,72275,99.1,7.2,55.4,109.1,31.7,114,6180,48,63,82664,87.17,0.66,46,374,57,19,19,1,451,58821,1
1915,Uttar Pradesh,34,Kushinagar,46,2018,1,0,1,0,1,0,84.2,64129,99.1,8.1,62.1,144.9,38.2,159.2,41118,31,21,84794,32.75,0.48,75,368,57,110,110,1,536,66511,1
1916,Uttar Pradesh,34,Kushinagar,46,2019,1,0,0,1,0,1,91.8,69854,99.3,7.1,59.1,141.9,32.1,144.9,76740,47,23,120616,32.93,0.67,143,368,57,110,110,1,536,70418,1
1917,Uttar Pradesh,34,Lakhimpur Kheri,47,2017,0,1,0,0,0,0,84.7,86095,97.7,13.5,61.1,112.1,43.8,111.1,2291,229,67,115946,77.82,2.66,46,386,60,37,37,2,485,58821,1
1918,Uttar Pradesh,34,Lakhimpur Kheri,47,2018,1,0,1,0,1,0,85.4,79913,97.7,15.4,66.7,109.4,48.4,146.7,44986,291,85,131553,106.37,3.64,75,386,60,39,39,2,487,66511,1
1919,Uttar Pradesh,34,Lakhimpur Kheri,47,2019,1,0,0,1,0,1,82.7,83823,98.5,16.5,67.3,109.1,48.5,126,83763,129,43,143183,51.3,1.54,143,386,60,37,37,2,485,70418,1
1920,Uttar Pradesh,34,Lalitpur,48,2017,0,1,0,0,0,0,96.6,28102,98.5,13.6,89.4,109.4,68.3,109.4,0,255,62,35225,220.62,9.07,46,197,27,11,11,2,237,58821,1
1921,Uttar Pradesh,34,Lalitpur,48,2018,1,0,1,0,1,0,96.4,26926,98.3,15.2,88.7,105.5,65.8,109.5,12921,218,35,35465,129.99,8.1,75,197,27,11,11,2,237,66511,1
1922,Uttar Pradesh,34,Lalitpur,48,2019,1,0,0,1,0,1,97.6,26278,98.5,15.2,98.9,113.5,73.2,116.3,28991,185,35,38087,133.19,7.04,143,197,27,11,11,2,237,70418,1
1923,Uttar Pradesh,34,Lucknow,49,2017,0,1,0,0,0,0,97.5,59260,96.7,15.9,131.6,207.5,92.0,227.5,13813,806,327,153819,551.81,13.6,46,306,80,66,66,11,463,58821,1
1924,Uttar Pradesh,34,Lucknow,49,2018,1,0,1,0,1,0,99.1,63270,97.4,18.4,98.7,164.6,67.9,144.1,32408,621,373,133264,589.54,9.82,75,306,80,89,89,11,486,66511,1
1925,Uttar Pradesh,34,Lucknow,49,2019,1,0,0,1,0,1,98.8,49975,97.5,22.5,115.9,203.5,81.8,258.6,94430,354,350,138300,700.35,7.08,143,306,80,89,89,11,486,70418,1
1926,Uttar Pradesh,34,Maharajganj,50,2017,0,1,0,0,0,0,82.0,49800,99.0,8.1,55.7,119.6,35.8,124.2,0,132,87,74601,174.7,2.65,46,291,40,25,25,1,357,58821,1
1927,Uttar Pradesh,34,Maharajganj,50,2018,1,0,1,0,1,0,85.6,74324,99.2,7.7,40.8,78.6,25.4,85.3,19432,154,78,73217,104.95,2.07,75,291,40,43,43,1,375,66511,1
1928,Uttar Pradesh,34,Maharajganj,50,2019,1,0,0,1,0,1,82.7,55902,99.2,8.8,56.2,110.4,37.5,136,68683,271,85,74132,152.05,4.85,143,291,40,54,54,1,386,70418,1
1929,Uttar Pradesh,34,Mahoba,51,2017,0,1,0,0,0,0,99.1,13444,99.2,14.2,107.3,123.0,58.9,152.6,0,109,18,39675,133.89,8.11,46,150,17,14,14,2,183,58821,1
1930,Uttar Pradesh,34,Mahoba,51,2018,1,0,1,0,1,0,99.6,13445,98.5,19.2,105.4,116.0,68.3,127.9,2975,37,10,26832,74.38,2.75,75,150,17,14,14,2,183,66511,1
1931,Uttar Pradesh,34,Mahoba,51,2019,1,0,0,1,0,1,99.7,13136,99.3,20.3,104.7,119.2,79.9,170.6,16563,21,9,22208,68.51,1.6,143,150,17,14,14,2,183,70418,1
1932,Uttar Pradesh,34,Mainpuri,52,2017,0,1,0,0,0,0,70.1,36622,99.3,5.1,78.6,138.0,41.4,147.3,284,0,9,61901,24.58,0.0,46,206,46,26,26,2,280,58821,1
1933,Uttar Pradesh,34,Mainpuri,52,2018,1,0,1,0,1,0,67.0,35557,99.2,4.2,103.8,154.6,51.7,139.4,8901,0,6,62838,16.87,0.0,75,206,46,33,33,2,287,66511,1
1934,Uttar Pradesh,34,Mainpuri,52,2019,1,0,0,1,0,1,84.5,30989,99.2,9.3,98.7,189.4,68.5,180.4,45147,28,13,68742,41.95,0.9,143,206,46,32,32,2,286,70418,1
1935,Uttar Pradesh,34,Mathura,53,2017,0,1,0,0,0,0,73.8,37112,99.8,15.3,83.5,160.8,54.6,145.2,59,25,53,63183,142.81,0.67,46,205,37,55,55,3,300,58821,1
1936,Uttar Pradesh,34,Mathura,53,2018,1,0,1,0,1,0,74.8,47623,99.7,8.7,77.5,152.7,44.2,147.5,21745,90,66,81366,138.59,1.89,75,205,37,88,88,3,333,66511,1
1937,Uttar Pradesh,34,Mathura,53,2019,1,0,0,1,0,1,81.8,49438,99.7,8.4,64.7,146.2,46.7,149.7,68087,123,33,70957,66.75,2.49,143,205,37,88,88,3,333,70418,1
1938,Uttar Pradesh,34,Maunathbhanjan,54,2017,0,1,0,0,0,0,89.8,29589,99.0,9.8,114.0,210.4,48.1,217.5,3750,18,105,61466,354.86,0.61,46,225,43,16,16,2,286,58821,1
1939,Uttar Pradesh,34,Maunathbhanjan,54,2018,1,0,1,0,1,0,92.5,28188,99.1,9.7,87.6,216.7,44.8,245.9,3701,27,64,65635,227.05,0.96,75,225,43,16,16,2,286,66511,1
1940,Uttar Pradesh,34,Maunathbhanjan,54,2019,1,0,0,1,0,1,94.5,55365,99.7,8.4,46.6,102.5,21.7,126.1,20603,40,66,67991,119.21,0.72,143,225,43,16,16,2,286,70418,1
1941,Uttar Pradesh,34,Meerut,55,2017,0,1,0,0,0,0,77.9,37238,98.9,13.4,99.5,205.9,60.3,174.2,199,400,73,102907,196.04,10.74,46,280,57,200,200,3,540,58821,1
1942,Uttar Pradesh,34,Meerut,55,2018,1,0,1,0,1,0,82.7,44311,98.7,12.8,111.2,206.7,44.2,253.1,23411,301,52,89922,117.35,6.79,75,280,57,200,200,3,540,66511,1
1943,Uttar Pradesh,34,Meerut,55,2019,1,0,0,1,0,1,91.5,85589,99.2,10.2,53.6,103.8,26.4,96.7,68957,414,64,181300,74.78,4.84,143,280,57,200,200,3,540,70418,1
1944,Uttar Pradesh,34,Mirzapur,56,2017,0,1,0,0,0,0,77.9,53057,98.6,9.6,59.3,116.1,35.3,105.3,0,133,43,75020,81.04,2.51,46,263,38,26,26,2,329,58821,1
1945,Uttar Pradesh,34,Mirzapur,56,2018,1,0,1,0,1,0,78.5,50093,98.6,10.2,63.2,151.4,32.8,137.1,17641,307,31,83566,61.88,6.13,75,263,38,26,26,2,329,66511,1
1946,Uttar Pradesh,34,Mirzapur,56,2019,1,0,0,1,0,1,79.3,56249,98.7,15.5,66.7,127.8,39.0,123.2,55783,334,15,81808,26.67,5.94,143,263,38,26,26,2,329,70418,1
1947,Uttar Pradesh,34,Moradabad,57,2017,0,1,0,0,0,0,51.7,60926,98.7,5.5,80.7,123.3,32.0,113.4,558,138,66,84862,108.33,2.27,46,267,60,60,60,2,389,58821,1
1948,Uttar Pradesh,34,Moradabad,57,2018,1,0,1,0,1,0,50.3,58863,98.8,6.4,79.5,132.7,29.1,127.4,16311,58,61,89143,103.63,0.99,75,267,60,93,93,2,422,66511,1
1949,Uttar Pradesh,34,Moradabad,57,2019,1,0,0,1,0,1,64.2,72963,99.4,5.0,63.3,117.6,25.7,126.8,72010,88,41,106304,56.19,1.21,143,267,60,139,139,2,468,70418,1
1950,Uttar Pradesh,34,Muzaffarnagar,58,2017,0,1,0,0,0,0,82.9,65706,98.3,16.5,72.8,99.6,34.9,95.5,0,110,31,62070,47.18,1.67,46,286,49,47,47,2,384,58821,1
1951,Uttar Pradesh,34,Muzaffarnagar,58,2018,1,0,1,0,1,0,87.5,65728,98.6,9.7,82.4,104.5,36.7,113.6,25432,314,46,80703,69.99,4.78,75,286,49,59,59,2,396,66511,1
1952,Uttar Pradesh,34,Muzaffarnagar,58,2019,1,0,0,1,0,1,89.4,63517,99.1,8.7,85.2,125.4,40.9,119.1,69159,128,38,81826,59.83,2.02,143,286,49,59,59,2,396,70418,1
1953,Uttar Pradesh,34,Pilibhit,59,2017,0,1,0,0,0,0,74.9,30534,98.3,13.6,105.6,153.0,58.7,158.7,0,173,84,53959,275.1,5.67,46,199,33,27,27,2,261,58821,1
1954,Uttar Pradesh,34,Pilibhit,59,2018,1,0,1,0,1,0,78.2,34216,98.3,15.5,95.2,145.9,53.3,145.8,17877,86,58,51933,169.51,2.51,75,199,28,35,35,2,264,66511,1
1955,Uttar Pradesh,34,Pilibhit,59,2019,1,0,0,1,0,1,79.0,38219,98.2,12.8,88.5,133.6,52.3,139,48102,75,56,56543,146.52,1.96,143,199,28,39,39,2,268,70418,1
1956,Uttar Pradesh,34,Pratapgarh,60,2017,0,1,0,0,0,0,88.6,48153,98.9,7.6,75.0,120.0,34.1,118.3,3141,246,65,72022,134.99,5.11,46,355,6,20,20,2,383,58821,1
1957,Uttar Pradesh,34,Pratapgarh,60,2018,1,0,1,0,1,0,96.0,44190,98.7,10.4,127.6,217.9,94.5,215,29315,4,6,100873,13.58,0.09,75,355,59,29,29,2,445,66511,1
1958,Uttar Pradesh,34,Pratapgarh,60,2019,1,0,0,1,0,1,98.5,44011,99.0,9.7,103.5,172.4,66.2,187.8,65557,226,27,109916,61.35,5.14,143,355,60,29,29,2,446,70418,1
1959,Uttar Pradesh,34,Rae Bareli,61,2017,0,1,0,0,0,0,97.0,48959,98.5,18.1,78.5,112.5,67.5,113.5,1634,125,39,56971,79.66,2.55,46,352,51,25,25,2,430,58821,1
1960,Uttar Pradesh,34,Rae Bareli,61,2018,1,0,1,0,1,0,96.4,51302,98.4,19.1,73.7,105.6,61.5,170.3,22915,173,32,60431,62.38,3.37,75,352,51,31,31,2,436,66511,1
1961,Uttar Pradesh,34,Rae Bareli,61,2019,1,0,0,1,0,1,97.1,49222,97.9,18.6,90.0,105.0,69.0,113.6,45293,281,29,63427,58.92,5.71,143,352,51,31,31,2,436,70418,1
1962,Uttar Pradesh,34,Rampur,62,2017,0,1,0,0,0,0,59.6,38236,98.5,9.4,68.7,134.0,36.3,129.3,0,286,69,94566,180.46,7.48,46,211,35,19,19,2,267,58821,1
1963,Uttar Pradesh,34,Rampur,62,2018,1,0,1,0,1,0,67.4,46353,98.9,8.6,59.7,130.2,35.1,120,20226,283,82,75255,176.9,6.11,75,211,35,89,89,2,337,66511,1
1964,Uttar Pradesh,34,Rampur,62,2019,1,0,0,1,0,1,81.2,59217,99.3,12.5,50.5,98.8,29.6,107.7,50108,167,71,73416,119.9,2.82,143,211,35,89,89,2,337,70418,1
1965,Uttar Pradesh,34,Saharanpur,63,2017,0,1,0,0,0,0,78.7,53656,98.1,9.7,96.3,159.4,59.2,159.2,437,606,91,102640,169.6,11.29,46,363,60,68,68,3,494,58821,1
1966,Uttar Pradesh,34,Saharanpur,63,2018,1,0,1,0,1,0,89.0,82380,99.2,8.0,77.4,125.5,48.9,112,25575,314,84,111040,101.97,3.81,75,363,61,85,85,3,512,66511,1
1967,Uttar Pradesh,34,Saharanpur,63,2019,1,0,0,1,0,1,92.6,104228,99.5,6.3,97.2,101.9,76.3,103.4,98926,257,65,121364,62.36,2.47,143,363,61,85,85,3,512,70418,1
1968,Uttar Pradesh,34,Sambhal,64,2017,0,1,0,0,0,0,54.6,47634,98.9,11.0,70.2,121.8,40.4,120.6,135,11,47,82324,98.67,0.23,46,214,31,39,39,1,285,58821,1
1969,Uttar Pradesh,34,Sambhal,64,2018,1,0,1,0,1,0,62.4,52607,98.5,9.5,63.2,96.3,45.3,97.5,13274,16,62,76913,117.86,0.3,75,214,31,39,39,1,285,66511,1
1970,Uttar Pradesh,34,Sambhal,64,2019,1,0,0,1,0,1,64.6,61699,98.6,8.7,54.3,90.6,36.1,103.2,55133,2,59,79100,95.63,0.03,143,214,31,39,39,1,285,70418,1
1971,Uttar Pradesh,34,Sant Kabir Nagar,65,2017,0,1,0,0,0,0,86.3,34314,98.7,6.3,54.2,126.9,47.1,108.8,380,105,48,46172,139.88,3.06,46,185,23,23,23,1,232,58821,1
1972,Uttar Pradesh,34,Sant Kabir Nagar,65,2018,1,0,1,0,1,0,87.0,38449,98.8,9.4,51.7,117.3,43.0,126,27177,62,45,53818,117.04,1.61,75,185,23,31,31,1,240,66511,1
1973,Uttar Pradesh,34,Sant Kabir Nagar,65,2019,1,0,0,1,0,1,87.3,36604,99.1,10.3,59.3,136.8,54.3,126,42136,107,69,57072,188.5,2.92,143,185,23,31,31,1,240,70418,1
1974,Uttar Pradesh,34,Sant Ravidas Nagar,66,2017,0,1,0,0,0,0,96.4,24889,98.3,7.4,67.5,150.4,38.7,139.4,75,106,29,40741,116.52,4.26,46,161,17,20,20,2,200,58821,1
1975,Uttar Pradesh,34,Sant Ravidas Nagar,66,2018,1,0,1,0,1,0,98.6,25511,98.8,9.8,63.2,132.4,37.8,170.9,8524,83,62,40852,243.03,3.25,75,161,17,20,20,2,200,66511,1
1976,Uttar Pradesh,34,Sant Ravidas Nagar,66,2019,1,0,0,1,0,1,99.1,26817,99.5,10.0,77.2,151.9,37.8,148.4,30673,67,17,56297,63.39,2.5,143,161,17,20,20,2,200,70418,1
1977,Uttar Pradesh,34,Shahjahanpur,67,2017,0,1,0,0,0,0,69.8,57150,97.4,10.3,82.6,132.4,57.9,129.8,167,272,21,86635,36.75,4.76,46,298,47,69,69,2,416,58821,1
1978,Uttar Pradesh,34,Shahjahanpur,67,2018,1,0,1,0,1,0,72.7,65266,98.4,9.4,63.2,108.6,47.0,124.4,22973,379,93,90030,142.49,5.81,75,298,47,69,69,2,416,66511,1
1979,Uttar Pradesh,34,Shahjahanpur,67,2019,1,0,0,1,0,1,69.2,66872,98.6,10.3,71.2,111.9,48.7,122.1,68259,277,27,96425,40.38,4.14,143,298,47,69,69,2,416,70418,1
1980,Uttar Pradesh,34,Shamli,68,2017,0,1,0,0,0,0,81.0,20240,98.1,13.8,116.6,182.9,72.1,176.7,0,147,42,41671,207.51,7.26,46,135,26,23,23,23,184,58821,1
1981,Uttar Pradesh,34,Shamli,68,2018,1,0,1,0,1,0,84.3,23193,98.0,11.6,112.5,167.5,62.7,148.1,6083,113,23,39968,99.17,4.87,75,134,26,30,30,30,190,66511,1
1982,Uttar Pradesh,34,Shamli,68,2019,1,0,0,1,0,1,87.0,23344,98.7,11.0,112.2,164.7,64.5,178.4,35174,40,24,40760,102.81,1.71,143,134,26,30,30,30,190,70418,1
1983,Uttar Pradesh,34,Shrawasti,69,2017,0,1,0,0,0,0,85.1,31829,97.0,14.1,76.2,130.2,71.1,107.5,557,65,29,49033,91.11,2.04,46,125,12,6,6,1,144,58821,1
1984,Uttar Pradesh,34,Shrawasti,69,2018,1,0,1,0,1,0,86.3,32113,97.2,15.9,76.2,118.8,67.0,111.5,6576,487,92,49146,286.49,15.17,75,125,12,6,6,1,144,66511,1
1985,Uttar Pradesh,34,Shrawasti,69,2019,1,0,0,1,0,1,87.2,32631,97.5,15.3,68.7,124.2,60.4,147.1,31402,448,61,51575,186.94,13.73,143,125,12,6,6,1,144,70418,1
1986,Uttar Pradesh,34,Siddharth Nagar,70,2017,0,1,0,0,0,0,62.5,60225,99.2,4.9,70.7,112.7,35.7,91.7,125,3,119,68808,197.59,0.05,46,278,65,15,15,1,359,58821,1
1987,Uttar Pradesh,34,Siddharth Nagar,70,2018,1,0,1,0,1,0,66.7,65889,99.0,7.7,66.9,99.8,36.9,100.7,16000,18,62,81663,94.1,0.27,75,278,65,57,57,1,401,66511,1
1988,Uttar Pradesh,34,Siddharth Nagar,70,2019,1,0,0,1,0,1,66.7,61429,99.0,10.3,75.8,119.4,47.6,113.5,56670,56,49,89622,79.77,0.91,143,278,65,57,57,1,401,70418,1
1989,Uttar Pradesh,34,Sitapur,71,2017,0,1,0,0,0,0,80.5,98110,98.8,11.0,78.1,108.5,68.6,113,1448,613,168,140525,171.24,6.25,46,471,67,34,34,2,574,58821,1
1990,Uttar Pradesh,34,Sitapur,71,2018,1,0,1,0,1,0,78.7,100411,98.5,13.8,81.7,125.4,66.8,124.9,35346,1311,215,176910,214.12,13.06,75,471,67,34,34,2,574,66511,1
1991,Uttar Pradesh,34,Sitapur,71,2019,1,0,0,1,0,1,82.4,93766,98.4,13.9,86.4,127.6,62.7,147.7,108812,483,128,174607,136.51,5.15,143,471,67,34,34,2,574,70418,1
1992,Uttar Pradesh,34,Sonbhadra,72,2017,0,1,0,0,0,0,73.3,36156,98.2,13.5,58.1,121.8,40.8,114.9,15,401,117,59678,323.6,11.09,46,173,30,32,32,1,236,58821,1
1993,Uttar Pradesh,34,Sonbhadra,72,2018,1,0,1,0,1,0,77.5,36917,98.6,11.3,48.5,113.0,39.3,109.7,7795,340,54,59462,146.27,9.21,75,173,31,34,34,1,239,66511,1
1994,Uttar Pradesh,34,Sonbhadra,72,2019,1,0,0,1,0,1,77.3,40829,98.8,11.1,57.8,111.2,48.2,117,41200,401,51,56547,124.91,9.82,143,173,31,34,34,1,239,70418,1
1995,Uttar Pradesh,34,Sultanpur,73,2017,0,1,0,0,0,0,97.8,39435,97.8,11.1,97.7,128.6,71.4,112.9,84,62,80,52090,202.87,1.57,46,245,42,74,74,2,363,58821,1
1996,Uttar Pradesh,34,Sultanpur,73,2018,1,0,1,0,1,0,98.6,39142,98.1,17.9,113.4,155.0,68.0,171.8,10249,95,63,67714,160.95,2.43,75,245,42,74,74,2,363,66511,1
1997,Uttar Pradesh,34,Sultanpur,73,2019,1,0,0,1,0,1,98.9,35908,97.4,19.1,104.3,139.0,70.5,144.2,45221,102,35,51358,97.47,2.84,143,245,42,74,74,2,363,70418,1
1998,Uttar Pradesh,34,Unnav,74,2017,0,1,0,0,0,0,89.2,43757,98.3,16.0,74.7,127.1,61.4,151.5,949,225,130,71497,297.1,5.14,46,360,54,15,15,2,431,58821,1
1999,Uttar Pradesh,34,Unnav,74,2018,1,0,1,0,1,0,90.1,40143,98.3,16.2,78.8,128.9,58.4,184.7,14439,335,80,70364,199.29,8.35,75,357,54,15,15,2,428,66511,1
2000,Uttar Pradesh,34,Unnav,74,2019,1,0,0,1,0,1,90.1,40580,98.5,18.5,99.8,143.8,81.1,191.5,60085,246,48,72225,118.28,6.06,143,357,54,15,15,2,428,70418,1
2001,Uttar Pradesh,34,Varanasi,75,2017,0,1,0,0,0,0,98.5,40534,99.0,6.1,83.8,185.2,49.1,191.5,2256,42,76,82415,187.5,1.04,46,323,51,24,24,5,403,58821,1
2002,Uttar Pradesh,34,Varanasi,75,2018,1,0,1,0,1,0,99.0,75073,99.3,5.3,46.5,127.7,23.4,151.6,17647,67,100,90317,133.2,0.89,75,320,51,67,67,5,443,66511,1
2003,Uttar Pradesh,34,Varanasi,75,2019,1,0,0,1,0,1,98.5,64491,99.3,7.1,62.7,137.5,30.1,138.6,75349,61,72,93865,111.64,0.95,143,320,51,67,67,5,443,70418,1
2004,Uttarakhand,35,Almora,1,2017,0,1,0,0,0,0,80.9,6755,98.7,7.8,93.5,112.2,75.0,106.7,1476,22,7,11109,103.63,3.26,23,196,28,4,3,2,233,182320,0
2005,Uttarakhand,35,Almora,1,2018,1,0,1,0,1,0,82.8,5903,98.5,5.7,92.3,112.7,72.0,130.7,7215,16,3,10838,50.82,2.71,36,196,28,4,3,2,233,198738,0
2006,Uttarakhand,35,Almora,1,2019,1,0,0,1,0,1,85.1,5748,98.5,7.9,83.9,104.5,66.8,119.6,6530,13,3,10016,52.19,2.26,84,196,28,4,3,2,233,208675,0
2007,Uttarakhand,35,Bageshwar,2,2017,0,1,0,0,0,0,85.5,2893,99.4,5.1,67.1,113.4,44.5,95.4,0,3,0,4402,0.0,1.04,23,87,11,3,3,1,102,182320,0
2008,Uttarakhand,35,Bageshwar,2,2018,1,0,1,0,1,0,82.6,3411,99.7,3.3,68.7,107.1,62.1,146.2,1132,0,0,4317,0.0,0.0,36,87,11,3,3,1,102,198738,0
2009,Uttarakhand,35,Bageshwar,2,2019,1,0,0,1,0,1,77.8,2708,99.5,3.0,73.3,123.9,71.3,135.1,3508,0,0,3602,0.0,0.0,84,87,11,3,3,1,102,208675,0
2010,Uttarakhand,35,Chamoli,3,2017,0,1,0,0,0,0,66.9,4560,98.9,5.5,103.1,130.6,58.5,111.3,1077,14,3,6689,65.79,3.07,23,110,12,5,5,1,128,182320,0
2011,Uttarakhand,35,Chamoli,3,2018,1,0,1,0,1,0,68.1,3500,98.2,3.4,116.3,151.0,71.9,180.1,5744,13,6,6381,171.43,3.71,36,111,12,5,5,1,129,198738,0
2012,Uttarakhand,35,Chamoli,3,2019,1,0,0,1,0,1,69.3,3156,98.6,4.5,115.4,136.6,81.1,164.0,4945,13,6,5420,190.11,4.12,84,111,12,5,5,1,129,208675,0
2013,Uttarakhand,35,Champawat,4,2017,0,1,0,0,0,0,75.4,2590,98.3,4.6,66.8,145.4,63.2,145.6,1258,28,2,4469,77.22,10.81,23,70,6,2,1,1,80,182320,0
2014,Uttarakhand,35,Champawat,4,2018,1,0,1,0,1,0,75.4,2331,98.2,4.8,76.8,155.6,73.2,165.0,3786,32,6,4457,257.4,13.73,36,70,6,2,1,1,80,198738,0
2015,Uttarakhand,35,Champawat,4,2019,1,0,0,1,0,1,75.7,2385,98.3,5.9,71.5,145.4,65.4,151.1,3671,49,10,4235,419.29,20.55,84,70,6,2,1,1,80,208675,0
2016,Uttarakhand,35,Dehradun,5,2017,0,1,0,0,0,0,96.1,21176,99.2,17.7,144.5,166.2,88.6,130.3,7022,137,42,40974,198.34,6.47,23,178,33,7,5,2,225,182320,0
2017,Uttarakhand,35,Dehradun,5,2018,1,0,1,0,1,0,96.6,24057,98.9,11.6,122.1,149.1,91.9,129.1,29293,155,27,43839,112.23,6.44,36,178,33,7,5,2,225,198738,0
2018,Uttarakhand,35,Dehradun,5,2019,1,0,0,1,0,1,96.4,26390,99.1,11.9,111.4,128.9,86.5,114.7,27421,170,37,43612,140.2,6.44,84,178,33,7,5,2,225,208675,0
2019,Uttarakhand,35,Garhwal,6,2017,0,1,0,0,0,0,89.1,9088,98.4,8.8,84.6,107.4,70.2,99.3,1911,67,7,13141,77.02,7.37,23,245,30,5,4,2,286,182320,0
2020,Uttarakhand,35,Garhwal,6,2018,1,0,1,0,1,0,89.5,8968,98.5,17.0,89.9,111.8,78.9,110.1,8170,71,7,12463,78.06,7.92,36,245,30,5,4,2,286,198738,0
2021,Uttarakhand,35,Garhwal,6,2019,1,0,0,1,0,1,89.3,8251,98.4,18.0,86.6,103.8,78.2,111.6,7939,40,1,12023,12.12,4.85,84,245,30,5,4,2,286,208675,0
2022,Uttarakhand,35,Hardwar,7,2017,0,1,0,0,0,0,81.4,33734,98.9,4.8,85.7,131.1,43.7,108.4,9964,222,34,61208,100.79,6.58,23,160,41,8,3,2,214,182320,0
2023,Uttarakhand,35,Hardwar,7,2018,1,0,1,0,1,0,83.8,35190,98.6,5.2,85.8,122.5,43.0,124.0,36101,341,70,61912,198.92,9.69,36,160,41,8,3,2,214,198738,0
2024,Uttarakhand,35,Hardwar,7,2019,1,0,0,1,0,1,84.1,30952,98.3,5.2,80.4,119.3,43.1,123.0,36005,560,60,46886,193.85,18.09,84,160,41,8,3,2,214,208675,0
2025,Uttarakhand,35,Nainital,8,2017,0,1,0,0,0,0,89.3,15348,98.5,9.0,88.6,111.8,82.0,98.0,3936,49,32,17467,208.5,3.19,23,142,20,8,6,2,178,182320,0
2026,Uttarakhand,35,Nainital,8,2018,1,0,1,0,1,0,91.3,16795,98.5,12.1,76.6,104.2,69.0,100.5,14377,191,17,18406,101.22,11.37,36,142,20,8,6,2,178,198738,0
2027,Uttarakhand,35,Nainital,8,2019,1,0,0,1,0,1,93.1,16909,98.6,10.4,87.2,95.3,65.5,90.9,13292,83,2,16936,11.83,4.91,84,142,20,8,6,2,178,208675,0
2028,Uttarakhand,35,Pithoragarh,9,2017,0,1,0,0,0,0,83.0,6179,99.5,5.1,103.6,120.3,90.8,119.6,1405,52,2,7115,32.37,8.42,23,163,18,4,1,2,188,182320,0
2029,Uttarakhand,35,Pithoragarh,9,2018,1,0,1,0,1,0,84.4,6052,99.1,4.6,98.4,121.2,86.8,119.4,6681,73,9,6935,148.71,12.06,36,163,18,4,1,2,188,198738,0
2030,Uttarakhand,35,Pithoragarh,9,2019,1,0,0,1,0,1,84.8,5493,99.2,2.4,96.7,113.4,85.3,118.3,5914,53,11,6207,200.25,9.65,84,163,18,4,1,2,188,208675,0
2031,Uttarakhand,35,Rudraprayag,10,2017,0,1,0,0,0,0,84.4,2766,98.6,8.8,170.2,116.8,68.8,129.9,670,17,5,4190,180.77,6.15,23,78,13,2,2,1,94,182320,0
2032,Uttarakhand,35,Rudraprayag,10,2018,1,0,1,0,1,0,86.9,2457,98.7,10.9,93.0,143.5,79.1,142.8,3557,31,1,3915,40.7,12.62,36,78,13,2,2,1,94,198738,0
2033,Uttarakhand,35,Rudraprayag,10,2019,1,0,0,1,0,1,90.5,2312,98.6,6.8,96.1,135.0,85.0,139.8,3362,39,0,3517,0.0,16.87,84,78,13,2,2,1,94,208675,0
2034,Uttarakhand,35,Tehri Garhwal,11,2017,0,1,0,0,0,0,75.0,5353,98.8,10.6,96.6,184.5,67.7,182.8,4277,29,2,11027,37.36,5.42,23,213,30,11,2,1,257,182320,0
2035,Uttarakhand,35,Tehri Garhwal,11,2018,1,0,1,0,1,0,74.0,5433,98.6,10.0,92.2,176.6,68.9,178.6,9392,61,8,10541,147.25,11.23,36,213,28,11,2,1,255,198738,0
2036,Uttarakhand,35,Tehri Garhwal,11,2019,1,0,0,1,0,1,75.4,5473,98.8,8.3,88.0,152.7,72.8,172.5,8893,75,12,9767,219.26,13.7,84,213,28,11,2,1,255,208675,0
2037,Uttarakhand,35,Udham Singh Nagar,12,2017,0,1,0,0,0,0,88.2,29083,99.3,6.6,65.7,124.9,47.2,121.4,7645,112,33,41410,113.47,3.85,23,154,32,6,2,1,195,182320,0
2038,Uttarakhand,35,Udham Singh Nagar,12,2018,1,0,1,0,1,0,90.6,28577,99.4,7.1,72.9,119.9,49.0,119.5,31410,127,22,40150,76.98,4.44,36,154,32,6,2,1,195,198738,0
2039,Uttarakhand,35,Udham Singh Nagar,12,2019,1,0,0,1,0,1,91.5,20911,99.2,5.3,100.2,160.9,63.5,154.6,29317,66,27,39125,129.12,3.16,84,154,32,6,2,1,195,208675,0
2040,Uttarakhand,35,Uttarkashi,13,2017,0,1,0,0,0,0,83.2,4434,98.1,11.2,75.6,113.3,73.3,116.2,1540,70,3,6055,67.66,15.79,23,84,10,4,4,2,100,182320,0
2041,Uttarakhand,35,Uttarkashi,13,2018,1,0,1,0,1,0,79.6,4579,98,9.5,79.2,114.7,76.9,110.3,4887,43,4,6098,87.36,9.39,36,84,10,4,4,2,100,198738,0
